P. Name,P. Mass Class,P. Composition Class,P. Habitable Class,P. Habitable,DRS_nu,a1,a2,a3,a4,a5,rho,nu
Kepler-230 c,Superterran,rocky-iron,non-habitable,0,-1.86862,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-231 b,Superterran,rocky-iron,non-habitable,0,-1.545214,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-231 c,Superterran,rocky-iron,non-habitable,0,-1.73229,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-233 b,Superterran,rocky-iron,non-habitable,0,-2.531213,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-235 b,Superterran,rocky-iron,non-habitable,0,-2.231473,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-235 c,Terran,rocky-iron,non-habitable,0,-1.554598,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-235 d,Superterran,rocky-iron,non-habitable,0,-1.894859,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-235 e,Superterran,rocky-iron,non-habitable,0,-2.074793,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-236 b,Superterran,rocky-iron,non-habitable,0,-1.468046,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-236 c,Superterran,rocky-iron,non-habitable,0,-1.800741,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-237 b,Terran,rocky-iron,non-habitable,0,-2.140073,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-237 c,Superterran,rocky-iron,non-habitable,0,-2.085173,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-238 b,Superterran,rocky-iron,non-habitable,0,-3.172617,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-238 c,Superterran,rocky-iron,non-habitable,0,-2.639986,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-238 f,Superterran,rocky-iron,non-habitable,0,-2.354449,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-239 b,Superterran,rocky-iron,non-habitable,0,-2.330648,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-240 b,Terran,rocky-iron,non-habitable,0,-2.228759,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-240 c,Superterran,rocky-iron,non-habitable,0,-2.17556,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-241 b,Superterran,rocky-iron,non-habitable,0,-2.310299,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-242 c,Superterran,rocky-iron,non-habitable,0,-1.921736,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-243 b,Superterran,rocky-iron,non-habitable,0,-2.600714,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-243 c,Superterran,rocky-iron,non-habitable,0,-1.881265,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-244 c,Superterran,rocky-iron,non-habitable,0,-2.197537,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-244 d,Superterran,rocky-iron,non-habitable,0,-2.29372,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-245 c,Superterran,rocky-iron,non-habitable,0,-2.104737,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-245 e,Superterran,rocky-iron,non-habitable,0,-2.643662,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-246 b,Superterran,rocky-iron,non-habitable,0,-2.666535,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-246 c,Terran,rocky-iron,non-habitable,0,-1.889647,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-247 b,Superterran,rocky-iron,non-habitable,0,-2.536294,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-249 b,Terran,rocky-iron,non-habitable,0,-1.578497,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-249 c,Terran,rocky-iron,non-habitable,0,-1.429251,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-249 d,Superterran,rocky-iron,non-habitable,0,-1.366208,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-250 b,Terran,rocky-iron,non-habitable,0,-2.311929,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-250 c,Superterran,rocky-iron,non-habitable,0,-2.357448,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-250 d,Superterran,rocky-iron,non-habitable,0,-2.105897,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-251 b,Terran,rocky-iron,non-habitable,0,-2.495958,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-252 b,Terran,rocky-iron,non-habitable,0,-1.594099,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-252 c,Superterran,rocky-iron,non-habitable,0,-2.048251,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-253 b,Superterran,rocky-iron,non-habitable,0,-2.484963,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-254 c,Superterran,rocky-iron,non-habitable,0,-2.296753,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-254 d,Superterran,rocky-iron,non-habitable,0,-2.615347,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-255 b,Terran,rocky-iron,non-habitable,0,-2.44699,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-255 d,Terran,rocky-iron,non-habitable,0,-3.878247,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-256 b,Superterran,rocky-iron,non-habitable,0,-3.997367,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-256 c,Superterran,rocky-iron,non-habitable,0,-3.403547,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-256 d,Superterran,rocky-iron,non-habitable,0,-3.105948,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-256 e,Superterran,rocky-iron,non-habitable,0,-2.638147,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-260 b,Superterran,rocky-iron,non-habitable,0,-2.265295,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-260 c,Superterran,rocky-iron,non-habitable,0,-1.535364,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-261 b,Superterran,rocky-iron,non-habitable,0,-2.139636,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-261 c,Superterran,rocky-iron,non-habitable,0,-1.862513,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-262 b,Terran,rocky-iron,non-habitable,0,-1.964759,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-262 c,Superterran,rocky-iron,non-habitable,0,-1.80979,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-263 c,Superterran,rocky-iron,non-habitable,0,-2.474275,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-265 b,Superterran,rocky-iron,non-habitable,0,-2.713337,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-265 d,Superterran,rocky-iron,non-habitable,0,-2.555969,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-266 b,Superterran,rocky-iron,non-habitable,0,-2.871777,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-267 b,Superterran,rocky-iron,non-habitable,0,-2.148546,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-267 c,Superterran,rocky-iron,non-habitable,0,-2.051336,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-267 d,Superterran,rocky-iron,non-habitable,0,-2.167961,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-269 b,Superterran,rocky-iron,non-habitable,0,-2.936866,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-269 c,Superterran,rocky-iron,non-habitable,0,-2.374991,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-270 b,Superterran,rocky-iron,non-habitable,0,-2.682831,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-270 c,Superterran,rocky-iron,non-habitable,0,-2.142283,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-271 b,Terran,rocky-iron,non-habitable,0,-2.309434,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-271 c,Terran,rocky-iron,non-habitable,0,-2.118459,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-272 b,Terran,rocky-iron,non-habitable,0,-2.845492,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-272 c,Superterran,rocky-iron,non-habitable,0,-2.45676,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-272 d,Superterran,rocky-iron,non-habitable,0,-2.280923,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-273 b,Terran,rocky-iron,non-habitable,0,-2.875572,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-273 c,Superterran,rocky-iron,non-habitable,0,-2.34473,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-274 b,Terran,rocky-iron,non-habitable,0,-2.229577,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-274 c,Superterran,rocky-iron,non-habitable,0,-1.813316,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-275 b,Superterran,rocky-iron,non-habitable,0,-2.876797,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-276 d,Neptunian,rocky-water,non-habitable,0,-2.13761,0.6,0.1,0.1,0.1,0.1,1,0.99
Kepler-277 b,Neptunian,rocky-iron,non-habitable,0,-4.250608,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-277 c,Neptunian,rocky-water,non-habitable,0,-3.432371,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-279 d,Neptunian,rocky-water,non-habitable,0,-2.830151,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-280 b,Terran,rocky-iron,non-habitable,0,-3.215384,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-280 c,Superterran,rocky-iron,non-habitable,0,-2.726731,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-282 b,Terran,rocky-iron,non-habitable,0,-2.226836,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-282 c,Terran,rocky-iron,non-habitable,0,-2.053438,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-282 d,Superterran,rocky-iron,non-habitable,0,-3.941656,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-282 e,Neptunian,rocky-water,non-habitable,0,-3.336145,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-283 b,Superterran,rocky-iron,non-habitable,0,-2.028197,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-283 c,Superterran,rocky-iron,mesoplanet,1,-1.574835,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-284 b,Superterran,rocky-iron,non-habitable,0,-2.234242,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-285 b,Terran,rocky-iron,non-habitable,0,-2.771359,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-285 c,Terran,rocky-iron,non-habitable,0,-2.13205,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-286 b,Terran,rocky-iron,non-habitable,0,-3.268009,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-286 c,Terran,rocky-iron,non-habitable,0,-2.740288,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-286 d,Terran,rocky-iron,non-habitable,0,-2.343462,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-286 e,Superterran,rocky-iron,non-habitable,0,-1.695599,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-287 b,Superterran,rocky-iron,non-habitable,0,-2.354334,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-288 b,Superterran,rocky-iron,non-habitable,0,-2.738491,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-289 b,Superterran,rocky-water,non-habitable,0,-1.753065,0.366874,0.1,0.1,0.333126,0.1,1,0.99
Kepler-290 b,Superterran,rocky-iron,non-habitable,0,-2.213142,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-291 b,Superterran,rocky-iron,non-habitable,0,-3.23915,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-291 c,Superterran,rocky-iron,non-habitable,0,-2.764664,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-292 b,Terran,rocky-iron,non-habitable,0,-2.7783,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-292 c,Terran,rocky-iron,non-habitable,0,-2.544752,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-292 d,Superterran,rocky-iron,non-habitable,0,-2.41498,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-292 f,Superterran,rocky-iron,non-habitable,0,-2.349426,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-294 b,Superterran,rocky-iron,non-habitable,0,-2.992598,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-295 b,Terran,rocky-iron,non-habitable,0,-1.946732,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-295 c,Terran,rocky-iron,non-habitable,0,-1.67935,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-295 d,Terran,rocky-iron,non-habitable,0,-1.553982,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-296 b,Terran,rocky-iron,non-habitable,0,-1.800687,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-296 c,Superterran,rocky-iron,non-habitable,0,-2.088107,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-296 d,Superterran,rocky-iron,non-habitable,0,-2.182763,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-296 e,Terran,rocky-iron,mesoplanet,1,-1.264458,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-296 f,Superterran,rocky-iron,psychroplanet,1,-1.499894,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-298 b,Superterran,rocky-iron,non-habitable,0,-1.830338,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-298 c,Superterran,rocky-iron,non-habitable,0,-1.753551,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-298 d,Superterran,rocky-iron,mesoplanet,1,-2.478934,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-299 b,Terran,rocky-iron,non-habitable,0,-3.021113,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-299 d,Superterran,rocky-iron,non-habitable,0,-2.109247,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-299 e,Superterran,rocky-iron,non-habitable,0,-1.735558,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-300 b,Superterran,rocky-iron,non-habitable,0,-2.223685,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-300 c,Superterran,rocky-iron,non-habitable,0,-2.189679,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-301 b,Terran,rocky-iron,non-habitable,0,-3.078012,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-301 c,Terran,rocky-iron,non-habitable,0,-2.48807,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-301 d,Superterran,rocky-iron,non-habitable,0,-2.063143,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-303 b,Terran,rocky-iron,non-habitable,0,-1.92481,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-303 c,Terran,rocky-iron,non-habitable,0,-1.432745,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-304 c,Superterran,rocky-iron,non-habitable,0,-2.248767,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-304 e,Terran,rocky-iron,non-habitable,0,-2.715053,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-306 b,Terran,rocky-iron,non-habitable,0,-2.204125,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-306 c,Superterran,rocky-iron,non-habitable,0,-2.400268,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-306 d,Superterran,rocky-iron,non-habitable,0,-2.513647,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-306 e,Superterran,rocky-iron,non-habitable,0,-2.178534,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-307 b,Superterran,rocky-water,non-habitable,0,-2.265991,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-308 b,Superterran,rocky-iron,non-habitable,0,-2.421725,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-308 c,Superterran,rocky-iron,non-habitable,0,-2.188984,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-309 b,Superterran,rocky-iron,non-habitable,0,-2.003922,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-310 b,Terran,rocky-iron,non-habitable,0,-1.886204,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-310 d,Superterran,rocky-iron,non-habitable,0,-2.461842,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-311 b,Superterran,rocky-iron,non-habitable,0,-2.531472,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-311 c,Terran,rocky-iron,non-habitable,0,-2.008387,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-312 b,Terran,rocky-iron,non-habitable,0,-4.233832,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-314 b,Subterran,rocky-iron,non-habitable,0,-2.846023,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-316 b,Terran,rocky-iron,non-habitable,0,-2.045166,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-316 c,Terran,rocky-iron,non-habitable,0,-1.538663,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-317 b,Superterran,rocky-iron,non-habitable,0,-2.635002,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-317 c,Superterran,rocky-iron,non-habitable,0,-2.234447,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-319 b,Superterran,rocky-iron,non-habitable,0,-2.631857,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-319 d,Superterran,rocky-iron,non-habitable,0,-2.240025,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-320 b,Terran,rocky-iron,non-habitable,0,-2.499513,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-320 c,Terran,rocky-iron,non-habitable,0,-2.086115,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-321 b,Superterran,rocky-iron,non-habitable,0,-2.948535,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-321 c,Superterran,rocky-iron,non-habitable,0,-2.484268,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-322 b,Terran,rocky-iron,non-habitable,0,-3.15537,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-322 c,Superterran,rocky-iron,non-habitable,0,-2.583079,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-323 b,Terran,rocky-iron,non-habitable,0,-3.982845,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-323 c,Superterran,rocky-iron,non-habitable,0,-3.271432,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-324 b,Terran,rocky-iron,non-habitable,0,-2.322481,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-326 b,Terran,rocky-iron,non-habitable,0,-2.81002,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-326 c,Terran,rocky-iron,non-habitable,0,-2.296713,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-326 d,Terran,rocky-iron,non-habitable,0,-2.023828,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-327 b,Terran,rocky-iron,non-habitable,0,-1.801507,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-327 c,Terran,rocky-iron,non-habitable,0,-1.477209,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-327 d,Superterran,rocky-iron,non-habitable,0,-1.532687,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-328 b,Superterran,rocky-iron,non-habitable,0,-2.429214,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-329 b,Terran,rocky-iron,non-habitable,0,-1.592949,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-329 c,Superterran,rocky-iron,non-habitable,0,-1.752218,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-330 b,Terran,rocky-iron,non-habitable,0,-1.88645,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-330 c,Superterran,rocky-iron,non-habitable,0,-1.828445,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-331 b,Superterran,rocky-iron,non-habitable,0,-1.673318,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-331 c,Superterran,rocky-iron,non-habitable,0,-1.6534,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-331 d,Superterran,rocky-iron,non-habitable,0,-1.42497,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-332 b,Terran,rocky-iron,non-habitable,0,-1.840745,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-332 c,Terran,rocky-iron,non-habitable,0,-1.509705,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-332 d,Terran,rocky-iron,non-habitable,0,-1.281864,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-333 b,Terran,rocky-iron,non-habitable,0,-1.3976,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-333 c,Terran,rocky-iron,non-habitable,0,-1.151236,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-334 b,Terran,rocky-iron,non-habitable,0,-2.59701,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-334 c,Terran,rocky-iron,non-habitable,0,-2.144944,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-334 d,Terran,rocky-iron,non-habitable,0,-1.802286,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-336 b,Terran,rocky-iron,non-habitable,0,-3.686756,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-336 c,Superterran,rocky-iron,non-habitable,0,-2.682014,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-336 d,Superterran,rocky-iron,non-habitable,0,-2.432055,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-337 b,Terran,rocky-iron,non-habitable,0,-3.71399,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-337 c,Superterran,rocky-iron,non-habitable,0,-2.907935,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-338 b,Neptunian,rocky-iron,non-habitable,0,-2.958001,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-338 c,Superterran,rocky-iron,non-habitable,0,-2.631979,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-338 e,Superterran,rocky-iron,non-habitable,0,-3.071364,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-339 b,Terran,rocky-iron,non-habitable,0,-2.415511,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-339 c,Terran,rocky-iron,non-habitable,0,-2.133974,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-339 d,Terran,rocky-iron,non-habitable,0,-1.913499,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-341 b,Terran,rocky-iron,non-habitable,0,-2.64746,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-341 c,Superterran,rocky-iron,non-habitable,0,-2.49796,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-341 d,Superterran,rocky-iron,non-habitable,0,-1.89268,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-341 e,Superterran,rocky-iron,non-habitable,0,-1.87563,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-342 b,Superterran,rocky-iron,non-habitable,0,-2.640639,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-342 c,Superterran,rocky-iron,non-habitable,0,-2.215992,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-342 d,Superterran,rocky-iron,non-habitable,0,-2.595329,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-342 e,Terran,rocky-iron,non-habitable,0,-4.334355,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-343 b,Superterran,rocky-iron,non-habitable,0,-2.931316,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-343 c,Superterran,rocky-iron,non-habitable,0,-2.199624,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-345 b,Subterran,rocky-iron,non-habitable,0,-1.540142,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-345 c,Terran,rocky-iron,non-habitable,0,-1.569176,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-347 b,Superterran,rocky-iron,non-habitable,0,-2.305834,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-347 c,Superterran,rocky-iron,non-habitable,0,-1.859725,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-348 b,Terran,rocky-iron,non-habitable,0,-2.864512,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-348 c,Terran,rocky-iron,non-habitable,0,-2.202734,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-349 b,Superterran,rocky-iron,non-habitable,0,-2.658856,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-349 c,Superterran,rocky-iron,non-habitable,0,-2.244839,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-350 b,Superterran,rocky-iron,non-habitable,0,-2.613597,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-350 d,Neptunian,rocky-water,non-habitable,0,-2.242991,0.6,0.1,0.1,0.1,0.1,1,0.99
Kepler-352 b,Terran,rocky-iron,non-habitable,0,-1.752006,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-352 c,Terran,rocky-iron,non-habitable,0,-1.637284,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-353 b,Terran,rocky-iron,non-habitable,0,-1.434841,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-353 c,Terran,rocky-iron,non-habitable,0,-1.442198,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-354 b,Superterran,rocky-iron,non-habitable,0,-2.081693,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-354 c,Terran,rocky-iron,non-habitable,0,-1.458348,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-354 d,Terran,rocky-iron,non-habitable,0,-1.325431,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-355 b,Terran,rocky-iron,non-habitable,0,-2.296672,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-356 b,Superterran,rocky-iron,non-habitable,0,-3.192554,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-356 c,Superterran,rocky-iron,non-habitable,0,-2.474663,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-357 b,Superterran,rocky-iron,non-habitable,0,-2.253799,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-360 b,Superterran,rocky-iron,non-habitable,0,-3.223659,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-360 c,Superterran,rocky-iron,non-habitable,0,-2.745106,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-361 b,Terran,rocky-iron,non-habitable,0,-2.680871,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-362 b,Terran,rocky-iron,non-habitable,0,-1.835661,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-362 c,Terran,rocky-iron,non-habitable,0,-1.456951,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-363 b,Terran,rocky-iron,non-habitable,0,-3.213305,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-363 c,Superterran,rocky-iron,non-habitable,0,-2.749883,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-363 d,Superterran,rocky-iron,non-habitable,0,-2.560852,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-364 b,Terran,rocky-iron,non-habitable,0,-1.992985,0.1,0.1,0.1,0.6,0.1,1,0.99
