P. Name,P. Mass Class,P. Composition Class,P. Habitable Class,P. Habitable,DRS_nu,a1,a2,a3,a4,a5,rho,nu
Kepler-1355 b,Terran,rocky-iron,non-habitable,0,-3.438095,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1356 b,Terran,rocky-iron,non-habitable,0,-4.001597,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1357 b,Terran,rocky-iron,non-habitable,0,-2.839165,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1358 b,Terran,rocky-iron,non-habitable,0,-1.995279,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1361 b,Terran,rocky-iron,non-habitable,0,-2.312297,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1363 b,Terran,rocky-iron,non-habitable,0,-2.366159,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1364 b,Superterran,rocky-iron,non-habitable,0,-3.030944,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1365 b,Terran,rocky-iron,non-habitable,0,-2.274909,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1365 c,Subterran,rocky-iron,non-habitable,0,-2.576133,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1366 b,Terran,rocky-iron,non-habitable,0,-2.184441,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1367 b,Terran,rocky-iron,non-habitable,0,-2.253431,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1368 b,Superterran,rocky-iron,non-habitable,0,-4.992947,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1370 b,Superterran,rocky-iron,non-habitable,0,-2.223522,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1370 c,Terran,rocky-iron,non-habitable,0,-2.695777,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1371 b,Subterran,rocky-iron,non-habitable,0,-2.427817,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1371 c,Subterran,rocky-iron,non-habitable,0,-2.825899,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1372 b,Terran,rocky-iron,non-habitable,0,-3.736785,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1373 b,Terran,rocky-iron,non-habitable,0,-4.556699,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1374 b,Superterran,rocky-iron,non-habitable,0,-2.300128,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1375 b,Superterran,rocky-iron,non-habitable,0,-4.199398,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1376 b,Terran,rocky-iron,non-habitable,0,-2.445028,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1377 b,Terran,rocky-iron,non-habitable,0,-3.879793,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1378 b,Superterran,rocky-iron,non-habitable,0,-2.118493,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1379 b,Terran,rocky-iron,non-habitable,0,-3.639774,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1380 b,Terran,rocky-iron,non-habitable,0,-2.093362,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1381 b,Superterran,rocky-iron,non-habitable,0,-2.217575,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1382 b,Superterran,rocky-iron,non-habitable,0,-2.570454,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1383 b,Terran,rocky-iron,non-habitable,0,-2.448298,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1384 b,Superterran,rocky-iron,non-habitable,0,-1.819548,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1385 b,Terran,rocky-iron,non-habitable,0,-3.204132,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1386 b,Terran,rocky-iron,non-habitable,0,-2.409174,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1387 b,Terran,rocky-iron,non-habitable,0,-2.588799,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1388 c,Superterran,rocky-iron,non-habitable,0,-2.242125,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1388 e,Superterran,rocky-iron,non-habitable,0,-2.422495,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1389 b,Superterran,rocky-iron,non-habitable,0,-1.54789,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1390 b,Terran,rocky-iron,non-habitable,0,-2.388362,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1391 b,Superterran,rocky-iron,non-habitable,0,-1.59143,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1392 b,Superterran,rocky-iron,non-habitable,0,-1.990814,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1393 b,Subterran,rocky-iron,non-habitable,0,-2.949719,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1394 b,Terran,rocky-iron,non-habitable,0,-4.353538,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1395 b,Subterran,rocky-iron,non-habitable,0,-3.054968,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1396 b,Superterran,rocky-iron,non-habitable,0,-2.350046,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1397 b,Superterran,rocky-iron,non-habitable,0,-1.684807,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1398 b,Terran,rocky-iron,non-habitable,0,-3.32254,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1398 c,Terran,rocky-iron,non-habitable,0,-2.990191,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1399 b,Terran,rocky-iron,non-habitable,0,-3.517893,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1400 b,Superterran,rocky-iron,non-habitable,0,-1.959146,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1401 b,Superterran,rocky-iron,non-habitable,0,-2.337737,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1402 b,Subterran,rocky-iron,non-habitable,0,-2.917851,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1403 b,Superterran,rocky-iron,non-habitable,0,-3.087189,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1404 b,Superterran,rocky-iron,non-habitable,0,-1.910849,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1406 b,Terran,rocky-iron,non-habitable,0,-2.151452,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1407 b,Superterran,rocky-iron,non-habitable,0,-2.263297,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1408 b,Terran,rocky-iron,non-habitable,0,-3.437158,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1409 b,Terran,rocky-iron,non-habitable,0,-3.707477,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1410 b,Superterran,rocky-iron,mesoplanet,1,-1.549204,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1412 b,Subterran,rocky-iron,non-habitable,0,-3.075321,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1413 b,Superterran,rocky-iron,non-habitable,0,-1.903377,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1414 b,Terran,rocky-iron,non-habitable,0,-2.313606,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1415 b,Terran,rocky-iron,non-habitable,0,-4.126087,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1416 b,Terran,rocky-iron,non-habitable,0,-3.917144,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1417 b,Terran,rocky-iron,non-habitable,0,-1.752129,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1418 b,Superterran,rocky-iron,non-habitable,0,-1.513444,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1420 b,Terran,rocky-iron,non-habitable,0,-2.069204,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1421 b,Terran,rocky-iron,non-habitable,0,-2.807898,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1422 b,Superterran,rocky-iron,non-habitable,0,-2.300067,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1423 b,Terran,rocky-iron,non-habitable,0,-1.374329,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1424 b,Terran,rocky-iron,non-habitable,0,-1.658134,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1425 b,Terran,rocky-iron,non-habitable,0,-1.831233,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1426 b,Superterran,rocky-iron,non-habitable,0,-2.079891,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1427 b,Terran,rocky-iron,non-habitable,0,-4.171913,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1428 b,Superterran,rocky-iron,non-habitable,0,-2.568983,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1429 b,Terran,rocky-iron,non-habitable,0,-2.809857,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1430 b,Terran,rocky-iron,non-habitable,0,-2.44233,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1431 b,Terran,rocky-iron,non-habitable,0,-2.588472,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1432 b,Superterran,rocky-iron,non-habitable,0,-2.207795,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1433 b,Superterran,rocky-iron,non-habitable,0,-3.131516,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1434 b,Terran,rocky-iron,non-habitable,0,-3.102808,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1435 b,Terran,rocky-iron,non-habitable,0,-3.099668,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1436 b,Terran,rocky-iron,non-habitable,0,-2.314628,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1437 b,Terran,rocky-iron,non-habitable,0,-2.01363,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1438 b,Terran,rocky-iron,non-habitable,0,-3.000635,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1439 b,Terran,rocky-iron,non-habitable,0,-1.346366,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1440 b,Terran,rocky-iron,non-habitable,0,-1.487727,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1441 b,Terran,rocky-iron,non-habitable,0,-1.54585,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1443 b,Terran,rocky-iron,non-habitable,0,-3.660742,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1444 b,Superterran,rocky-iron,non-habitable,0,-2.107671,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1445 b,Terran,rocky-iron,non-habitable,0,-2.339986,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1446 b,Subterran,rocky-iron,non-habitable,0,-3.498464,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1448 b,Superterran,rocky-iron,non-habitable,0,-2.105071,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1449 b,Superterran,rocky-iron,non-habitable,0,-2.243243,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1450 b,Superterran,rocky-iron,non-habitable,0,-1.498443,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1454 b,Superterran,rocky-iron,non-habitable,0,-1.719668,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1455 b,Superterran,rocky-iron,non-habitable,0,-1.99631,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1456 b,Terran,rocky-iron,non-habitable,0,-1.280383,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1459 b,Terran,rocky-iron,non-habitable,0,-1.178302,0.6,0.1,0.1,0.1,0.1,1,0.99
Kepler-1460 b,Superterran,rocky-iron,non-habitable,0,-1.782431,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1461 b,Superterran,rocky-iron,non-habitable,0,-1.885788,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1463 b,Superterran,rocky-iron,non-habitable,0,-1.838449,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1464 b,Superterran,rocky-iron,non-habitable,0,-1.736747,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1464 c,Terran,rocky-iron,non-habitable,0,-2.519498,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1465 b,Superterran,rocky-iron,non-habitable,0,-1.584676,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1466 b,Terran,rocky-iron,non-habitable,0,-1.730635,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1468 b,Superterran,rocky-iron,non-habitable,0,-2.484187,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1468 c,Terran,rocky-iron,non-habitable,0,-2.940456,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1470 b,Terran,rocky-iron,non-habitable,0,-1.521659,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1471 b,Terran,rocky-iron,non-habitable,0,-2.783485,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1472 b,Superterran,rocky-iron,non-habitable,0,-1.913909,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1473 b,Terran,rocky-iron,non-habitable,0,-2.062365,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1474 b,Superterran,rocky-iron,non-habitable,0,-2.089001,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1476 b,Superterran,rocky-iron,non-habitable,0,-2.199951,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1477 b,Terran,rocky-iron,non-habitable,0,-1.741957,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1478 b,Superterran,rocky-iron,non-habitable,0,-1.881737,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1479 b,Superterran,rocky-iron,non-habitable,0,-2.121488,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1480 b,Superterran,rocky-iron,non-habitable,0,-1.64734,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1481 b,Terran,rocky-iron,non-habitable,0,-1.996795,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1482 b,Terran,rocky-iron,non-habitable,0,-1.77522,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1483 b,Terran,rocky-iron,non-habitable,0,-2.706926,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1484 b,Superterran,rocky-iron,non-habitable,0,-2.019275,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1485 b,Terran,rocky-iron,non-habitable,0,-1.998187,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1486 b,Superterran,rocky-iron,non-habitable,0,-2.28442,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1487 b,Superterran,rocky-iron,non-habitable,0,-3.333951,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1488 b,Superterran,rocky-iron,non-habitable,0,-1.859766,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1489 b,Superterran,rocky-iron,non-habitable,0,-1.577149,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1491 b,Terran,rocky-iron,non-habitable,0,-1.946076,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1492 b,Terran,rocky-iron,non-habitable,0,-1.55008,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1493 b,Terran,rocky-iron,non-habitable,0,-2.199624,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1496 b,Superterran,rocky-iron,non-habitable,0,-2.153499,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1497 b,Superterran,rocky-iron,non-habitable,0,-2.292172,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1498 b,Terran,rocky-iron,non-habitable,0,-1.311569,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1499 b,Terran,rocky-iron,non-habitable,0,-1.260178,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1500 b,Terran,rocky-iron,non-habitable,0,-1.944478,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1501 b,Superterran,rocky-iron,non-habitable,0,-2.338514,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1503 b,Superterran,rocky-iron,non-habitable,0,-2.152714,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1504 b,Superterran,rocky-iron,non-habitable,0,-1.978907,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1505 b,Terran,rocky-iron,non-habitable,0,-1.441992,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1506 b,Terran,rocky-iron,non-habitable,0,-1.927022,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1507 b,Subterran,rocky-iron,non-habitable,0,-1.621727,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1508 b,Terran,rocky-iron,non-habitable,0,-2.016251,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1509 b,Superterran,rocky-iron,non-habitable,0,-1.869932,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1511 b,Superterran,rocky-iron,non-habitable,0,-2.071333,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1512 b,Terran,rocky-iron,non-habitable,0,-1.300173,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1516 b,Superterran,rocky-iron,non-habitable,0,-2.596888,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1521 b,Superterran,rocky-iron,non-habitable,0,-2.521746,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1522 b,Superterran,rocky-iron,non-habitable,0,-3.477446,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1523 b,Superterran,rocky-iron,non-habitable,0,-4.220335,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1525 b,Terran,rocky-iron,non-habitable,0,-3.123524,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1526 b,Superterran,rocky-iron,non-habitable,0,-2.552802,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1528 b,Terran,rocky-iron,non-habitable,0,-3.627274,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1529 b,Superterran,rocky-iron,non-habitable,0,-2.385746,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1530 b,Superterran,rocky-iron,non-habitable,0,-2.987458,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1530 c,Superterran,rocky-iron,non-habitable,0,-2.469554,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1531 b,Terran,rocky-iron,non-habitable,0,-4.633673,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1532 b,Terran,rocky-iron,non-habitable,0,-3.767964,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1534 b,Superterran,rocky-iron,non-habitable,0,-2.475154,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1537 b,Terran,rocky-iron,non-habitable,0,-3.043996,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1540 b,Superterran,rocky-iron,mesoplanet,1,-2.451854,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1541 b,Terran,rocky-iron,non-habitable,0,-1.950296,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1542 b,Subterran,rocky-iron,non-habitable,0,-2.583446,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1542 c,Subterran,rocky-iron,non-habitable,0,-2.804754,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1542 d,Terran,rocky-iron,non-habitable,0,-2.317491,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1542 e,Subterran,rocky-iron,non-habitable,0,-2.397276,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1544 b,Superterran,rocky-iron,mesoplanet,1,-1.540306,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1547 b,Terran,rocky-iron,non-habitable,0,-5.045543,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1552 b,Superterran,rocky-iron,mesoplanet,1,-2.420383,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1553 b,Terran,rocky-iron,non-habitable,0,-2.352255,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1555 b,Superterran,rocky-iron,non-habitable,0,-2.461174,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1556 b,Superterran,rocky-iron,non-habitable,0,-2.360188,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1557 b,Terran,rocky-iron,non-habitable,0,-3.199811,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1558 b,Subterran,rocky-iron,non-habitable,0,-2.267709,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1559 b,Subterran,rocky-iron,non-habitable,0,-3.502008,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1560 b,Terran,rocky-iron,non-habitable,0,-2.941191,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1561 b,Terran,rocky-iron,non-habitable,0,-4.374672,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1563 b,Subterran,rocky-iron,non-habitable,0,-2.75119,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1564 b,Terran,rocky-iron,non-habitable,0,-1.796545,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1565 b,Terran,rocky-iron,non-habitable,0,-2.881531,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1566 b,Subterran,rocky-iron,non-habitable,0,-4.156421,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1568 b,Terran,rocky-iron,non-habitable,0,-1.943249,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1569 b,Superterran,rocky-iron,non-habitable,0,-3.140324,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1570 b,Terran,rocky-iron,non-habitable,0,-1.527409,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1571 b,Terran,rocky-iron,non-habitable,0,-3.585049,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1572 b,Terran,rocky-iron,non-habitable,0,-2.35982,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1573 b,Terran,rocky-iron,non-habitable,0,-3.129641,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1574 b,Terran,rocky-iron,non-habitable,0,-2.492279,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1575 b,Terran,rocky-iron,non-habitable,0,-3.033269,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1576 b,Terran,rocky-iron,non-habitable,0,-2.399934,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1577 b,Terran,rocky-iron,non-habitable,0,-1.921163,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1578 b,Terran,rocky-iron,non-habitable,0,-3.354163,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1579 b,Subterran,rocky-iron,non-habitable,0,-3.060515,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1580 b,Superterran,rocky-iron,non-habitable,0,-2.137167,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1581 b,Subterran,rocky-iron,non-habitable,0,-2.602076,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1582 b,Terran,rocky-iron,non-habitable,0,-1.324649,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1583 b,Subterran,rocky-iron,non-habitable,0,-1.928375,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1584 b,Superterran,rocky-iron,non-habitable,0,-2.258954,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1585 b,Superterran,rocky-iron,non-habitable,0,-2.8399,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1586 b,Terran,rocky-iron,non-habitable,0,-2.65179,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1587 b,Terran,rocky-iron,non-habitable,0,-2.429738,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1588 b,Subterran,rocky-iron,non-habitable,0,-2.192953,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1589 b,Terran,rocky-iron,non-habitable,0,-4.713883,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1590 b,Terran,rocky-iron,non-habitable,0,-2.501761,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1591 b,Terran,rocky-iron,non-habitable,0,-2.498859,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1592 b,Terran,rocky-iron,non-habitable,0,-3.546443,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1594 b,Terran,rocky-iron,non-habitable,0,-3.207638,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1595 b,Terran,rocky-iron,non-habitable,0,-2.288859,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1596 b,Superterran,rocky-iron,non-habitable,0,-1.733849,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1597 b,Terran,rocky-iron,non-habitable,0,-3.635825,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1598 b,Terran,rocky-iron,non-habitable,0,-2.775442,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1599 b,Superterran,rocky-iron,non-habitable,0,-1.420887,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1601 b,Subterran,rocky-iron,non-habitable,0,-3.301063,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1602 b,Terran,rocky-iron,non-habitable,0,-2.505031,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1603 b,Terran,rocky-iron,non-habitable,0,-3.832388,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1604 b,Terran,rocky-iron,non-habitable,0,-3.760719,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1605 b,Terran,rocky-iron,non-habitable,0,-1.097798,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1606 b,Superterran,rocky-iron,thermoplanet,1,-1.875308,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1607 b,Terran,rocky-iron,non-habitable,0,-2.120219,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1608 b,Superterran,rocky-iron,non-habitable,0,-1.694532,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1609 b,Superterran,rocky-iron,non-habitable,0,-2.120888,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1610 b,Superterran,rocky-iron,non-habitable,0,-2.134137,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1611 b,Subterran,rocky-iron,non-habitable,0,-2.350415,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1612 b,Terran,rocky-iron,non-habitable,0,-2.625239,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1613 b,Superterran,rocky-iron,non-habitable,0,-4.20204,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1614 b,Terran,rocky-iron,non-habitable,0,-2.393269,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1615 b,Superterran,rocky-iron,non-habitable,0,-1.944458,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1616 b,Terran,rocky-iron,non-habitable,0,-2.764419,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1617 b,Terran,rocky-iron,non-habitable,0,-1.839146,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1618 b,Terran,rocky-iron,non-habitable,0,-3.262628,0.1,0.1,0.1,0.6,0.1,1,0.99
