P. Name,P. Mass Class,P. Composition Class,P. Habitable Class,P. Habitable,CES_CRS_nu,a1,a2,a3,a4,a5,rho,nu
Kepler-778 b,Superterran,rocky-iron,non-habitable,0,-2.501625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-779 b,Terran,rocky-iron,non-habitable,0,-1.309083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-780 b,Terran,rocky-iron,non-habitable,0,-4.666958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-783 b,Subterran,rocky-iron,non-habitable,0,-2.420833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-784 b,Superterran,rocky-iron,non-habitable,0,-1.866333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-786 b,Superterran,rocky-iron,non-habitable,0,-2.422431,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-787 b,Terran,rocky-iron,non-habitable,0,-2.843833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-789 b,Superterran,rocky-iron,non-habitable,0,-2.587833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-790 b,Superterran,rocky-iron,non-habitable,0,-2.141451,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-792 b,Superterran,rocky-iron,non-habitable,0,-2.457833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-793 b,Terran,rocky-iron,non-habitable,0,-2.752083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-794 b,Superterran,rocky-iron,non-habitable,0,-2.649042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-795 b,Superterran,rocky-iron,non-habitable,0,-1.725792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-796 b,Terran,rocky-iron,non-habitable,0,-2.476333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-797 b,Superterran,rocky-iron,non-habitable,0,-2.125479,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-798 b,Superterran,rocky-iron,non-habitable,0,-2.68725,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-801 b,Superterran,rocky-iron,non-habitable,0,-1.881542,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-804 b,Superterran,rocky-iron,non-habitable,0,-2.235792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-804 c,Terran,rocky-iron,non-habitable,0,-2.222125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-806 b,Terran,rocky-iron,non-habitable,0,-2.422958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-808 b,Terran,rocky-iron,non-habitable,0,-3.617917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-810 b,Superterran,rocky-iron,non-habitable,0,-2.949917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-813 b,Superterran,rocky-iron,non-habitable,0,-2.108757,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-814 b,Superterran,rocky-iron,non-habitable,0,-3.077208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-821 b,Terran,rocky-iron,non-habitable,0,-2.957667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-822 b,Superterran,rocky-iron,non-habitable,0,-3.284042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-823 b,Superterran,rocky-iron,non-habitable,0,-2.772708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-824 b,Superterran,rocky-iron,non-habitable,0,-3.19275,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-825 b,Terran,rocky-iron,non-habitable,0,-3.101583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-825 c,Superterran,rocky-iron,non-habitable,0,-2.607375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-826 b,Terran,rocky-iron,non-habitable,0,-2.991208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-828 b,Terran,rocky-iron,non-habitable,0,-4.123375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-829 b,Superterran,rocky-iron,non-habitable,0,-2.633208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-830 b,Superterran,rocky-iron,non-habitable,0,-2.389708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-831 b,Terran,rocky-iron,non-habitable,0,-2.509792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-832 b,Superterran,rocky-iron,non-habitable,0,-2.507042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-833 b,Superterran,rocky-iron,non-habitable,0,-1.879326,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-834 b,Superterran,rocky-iron,non-habitable,0,-1.908979,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-842 b,Superterran,rocky-iron,non-habitable,0,-3.172333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-844 b,Superterran,rocky-iron,non-habitable,0,-2.165167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-845 b,Superterran,rocky-iron,non-habitable,0,-3.643375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-846 b,Superterran,rocky-iron,non-habitable,0,-2.583931,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-847 b,Terran,rocky-iron,non-habitable,0,-2.607583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-848 b,Superterran,rocky-iron,non-habitable,0,-2.696375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-850 b,Superterran,rocky-iron,non-habitable,0,-2.661417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-851 b,Superterran,rocky-iron,non-habitable,0,-2.19225,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-853 b,Superterran,rocky-iron,non-habitable,0,-3.124167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-861 b,Superterran,rocky-iron,non-habitable,0,-2.667958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-862 b,Superterran,rocky-iron,non-habitable,0,-2.964625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-864 b,Superterran,rocky-iron,non-habitable,0,-2.906667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-865 b,Superterran,rocky-iron,non-habitable,0,-2.632083,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-866 b,Superterran,rocky-iron,non-habitable,0,-2.526667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-868 b,Superterran,rocky-iron,non-habitable,0,-2.722375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-872 b,Superterran,rocky-iron,non-habitable,0,-3.560292,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-876 b,Terran,rocky-iron,non-habitable,0,-2.218,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-877 b,Superterran,rocky-iron,non-habitable,0,-2.054569,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-878 b,Superterran,rocky-iron,non-habitable,0,-1.791861,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-881 b,Superterran,rocky-iron,non-habitable,0,-3.036625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-882 b,Terran,rocky-iron,non-habitable,0,-2.5635,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-883 b,Superterran,rocky-iron,non-habitable,0,-2.341833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-884 b,Terran,rocky-iron,non-habitable,0,-2.448292,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-885 b,Superterran,rocky-iron,non-habitable,0,-2.697708,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-886 b,Terran,rocky-iron,non-habitable,0,-2.800542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-887 b,Superterran,rocky-iron,non-habitable,0,-2.235083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-887 c,Terran,rocky-iron,non-habitable,0,-2.66325,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-888 b,Superterran,rocky-iron,non-habitable,0,-1.588021,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-889 b,Terran,rocky-iron,non-habitable,0,-3.129542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-895 b,Terran,rocky-iron,non-habitable,0,-2.183958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-897 b,Superterran,rocky-iron,non-habitable,0,-2.745167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-898 b,Terran,rocky-iron,non-habitable,0,-1.7855,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-900 b,Superterran,rocky-iron,non-habitable,0,-2.157792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-901 b,Terran,rocky-iron,non-habitable,0,-1.938333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-903 b,Superterran,rocky-iron,non-habitable,0,-2.343042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-904 b,Superterran,rocky-iron,non-habitable,0,-3.623625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-905 b,Terran,rocky-iron,non-habitable,0,-2.413042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-906 b,Superterran,rocky-iron,non-habitable,0,-2.029562,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-907 b,Terran,rocky-iron,non-habitable,0,-2.253,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-908 b,Terran,rocky-iron,non-habitable,0,-4.107792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-909 b,Terran,rocky-iron,non-habitable,0,-2.293042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-910 b,Subterran,rocky-iron,non-habitable,0,-3.919042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-913 b,Superterran,rocky-iron,non-habitable,0,-1.975792,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-914 b,Terran,rocky-iron,non-habitable,0,-2.937333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-915 b,Terran,rocky-iron,non-habitable,0,-3.263292,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-916 b,Superterran,rocky-iron,non-habitable,0,-1.606528,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-917 b,Superterran,rocky-iron,non-habitable,0,-2.85525,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-918 b,Superterran,rocky-iron,non-habitable,0,-3.01425,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-919 b,Superterran,rocky-iron,non-habitable,0,-2.681667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-920 b,Superterran,rocky-iron,non-habitable,0,-2.6015,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-922 b,Terran,rocky-iron,non-habitable,0,-4.164208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-923 b,Terran,rocky-iron,non-habitable,0,-2.728167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-925 b,Superterran,rocky-iron,non-habitable,0,-2.298014,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-926 b,Superterran,rocky-iron,non-habitable,0,-2.280535,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-927 b,Superterran,rocky-iron,non-habitable,0,-2.352875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-928 b,Superterran,rocky-iron,non-habitable,0,-2.239542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-929 b,Terran,rocky-iron,non-habitable,0,-4.371833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-930 b,Superterran,rocky-iron,non-habitable,0,-2.057597,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-931 b,Terran,rocky-iron,non-habitable,0,-2.02475,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-932 b,Terran,rocky-iron,non-habitable,0,-3.090417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-933 b,Superterran,rocky-iron,non-habitable,0,-2.557958,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-934 b,Superterran,rocky-iron,non-habitable,0,-1.93425,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-935 b,Terran,rocky-iron,non-habitable,0,-2.107542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-936 b,Terran,rocky-iron,non-habitable,0,-2.040625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-938 b,Superterran,rocky-iron,non-habitable,0,-2.140042,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-939 b,Superterran,rocky-iron,non-habitable,0,-1.939958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-942 b,Superterran,rocky-iron,non-habitable,0,-2.001313,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-946 b,Superterran,rocky-iron,non-habitable,0,-2.216792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-947 b,Superterran,rocky-iron,non-habitable,0,-2.2515,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-948 b,Superterran,rocky-iron,non-habitable,0,-2.435542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-953 c,Terran,rocky-iron,non-habitable,0,-2.107917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-954 b,Superterran,rocky-iron,non-habitable,0,-2.316063,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-958 b,Superterran,rocky-iron,non-habitable,0,-2.240167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-960 b,Superterran,rocky-iron,non-habitable,0,-2.650917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-962 b,Superterran,rocky-iron,non-habitable,0,-2.111833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-964 b,Superterran,rocky-iron,non-habitable,0,-2.084361,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-967 b,Superterran,rocky-iron,non-habitable,0,-2.393604,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-968 b,Superterran,rocky-iron,non-habitable,0,-2.357583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-968 c,Superterran,rocky-iron,non-habitable,0,-2.026458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-969 b,Superterran,rocky-iron,non-habitable,0,-1.952396,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-969 c,Terran,rocky-iron,non-habitable,0,-2.988042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-971 b,Superterran,rocky-iron,non-habitable,0,-2.278708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-973 b,Superterran,rocky-iron,non-habitable,0,-1.798146,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-974 b,Superterran,rocky-iron,non-habitable,0,-1.692708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-975 b,Terran,rocky-iron,non-habitable,0,-2.7875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-981 b,Superterran,rocky-iron,non-habitable,0,-3.009667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-982 b,Superterran,rocky-iron,non-habitable,0,-2.525625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-983 b,Superterran,rocky-iron,non-habitable,0,-2.365201,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-984 b,Superterran,rocky-iron,non-habitable,0,-2.023215,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-986 b,Superterran,rocky-iron,non-habitable,0,-2.353465,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-988 b,Superterran,rocky-iron,non-habitable,0,-1.926042,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-989 b,Superterran,rocky-iron,non-habitable,0,-2.250667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-990 c,Terran,rocky-iron,non-habitable,0,-5.4445,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-994 b,Superterran,rocky-iron,non-habitable,0,-2.514,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-996 b,Superterran,rocky-iron,non-habitable,0,-3.314167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-997 b,Terran,rocky-iron,non-habitable,0,-3.948,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-998 b,Superterran,rocky-iron,non-habitable,0,-3.153458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-999 b,Superterran,rocky-iron,non-habitable,0,-3.558708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1002 b,Superterran,rocky-iron,non-habitable,0,-3.552458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1003 b,Superterran,rocky-iron,non-habitable,0,-3.369333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1005 b,Terran,rocky-iron,non-habitable,0,-2.583292,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1006 b,Terran,rocky-iron,non-habitable,0,-1.658542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1007 b,Terran,rocky-iron,non-habitable,0,-2.003208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1008 b,Terran,rocky-iron,non-habitable,0,-1.738,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1009 b,Superterran,rocky-iron,non-habitable,0,-2.083986,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1010 b,Superterran,rocky-iron,non-habitable,0,-2.288181,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1012 b,Terran,rocky-iron,non-habitable,0,-2.415583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1013 b,Superterran,rocky-iron,non-habitable,0,-2.077896,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1014 b,Superterran,rocky-iron,non-habitable,0,-2.444646,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1016 b,Superterran,rocky-iron,non-habitable,0,-3.776208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1017 b,Superterran,rocky-iron,non-habitable,0,-2.401125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1019 b,Terran,rocky-iron,non-habitable,0,-2.730625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1020 b,Superterran,rocky-iron,non-habitable,0,-2.17466,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1021 b,Superterran,rocky-iron,non-habitable,0,-2.374056,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1022 b,Superterran,rocky-iron,non-habitable,0,-2.384021,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1025 b,Superterran,rocky-iron,non-habitable,0,-1.897292,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1026 b,Superterran,rocky-iron,non-habitable,0,-2.112438,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1027 b,Terran,rocky-iron,non-habitable,0,-2.965083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1028 b,Terran,rocky-iron,non-habitable,0,-2.970375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1029 b,Terran,rocky-iron,non-habitable,0,-2.242875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1030 b,Superterran,rocky-iron,non-habitable,0,-2.550285,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1031 b,Terran,rocky-iron,non-habitable,0,-4.162458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1032 b,Superterran,rocky-iron,non-habitable,0,-2.410875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1034 b,Superterran,rocky-iron,non-habitable,0,-2.275104,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1035 b,Terran,rocky-iron,non-habitable,0,-3.073583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1037 b,Terran,rocky-iron,non-habitable,0,-3.422375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1039 b,Terran,rocky-iron,non-habitable,0,-3.4025,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1040 b,Superterran,rocky-iron,non-habitable,0,-1.908521,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1042 b,Superterran,rocky-iron,non-habitable,0,-2.153125,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1046 b,Superterran,rocky-iron,non-habitable,0,-2.171417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1047 b,Superterran,rocky-iron,non-habitable,0,-1.976507,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1047 c,Terran,rocky-iron,non-habitable,0,-3.039083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1048 b,Superterran,rocky-iron,non-habitable,0,-1.928875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1049 b,Terran,rocky-iron,non-habitable,0,-1.674,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1050 b,Superterran,rocky-iron,non-habitable,0,-2.181708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1050 c,Terran,rocky-iron,non-habitable,0,-1.977708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1053 b,Terran,rocky-iron,non-habitable,0,-2.276958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1055 b,Terran,rocky-iron,non-habitable,0,-3.183083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1059 b,Superterran,rocky-iron,non-habitable,0,-2.400458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1060 b,Superterran,rocky-iron,non-habitable,0,-2.382431,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1061 b,Superterran,rocky-iron,non-habitable,0,-3.540417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1062 b,Superterran,rocky-iron,non-habitable,0,-1.828333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1063 b,Terran,rocky-iron,non-habitable,0,-2.18675,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1064 b,Terran,rocky-iron,non-habitable,0,-1.71525,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1065 c,Superterran,rocky-iron,non-habitable,0,-3.222958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1066 b,Superterran,rocky-iron,non-habitable,0,-3.811,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1067 b,Subterran,rocky-iron,non-habitable,0,-4.205458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1069 b,Superterran,rocky-iron,non-habitable,0,-1.812333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1070 b,Superterran,rocky-iron,non-habitable,0,-3.044833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1071 b,Superterran,rocky-iron,non-habitable,0,-2.519583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1072 b,Superterran,rocky-iron,non-habitable,0,-4.41675,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1073 b,Superterran,rocky-iron,non-habitable,0,-2.61425,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1073 c,Superterran,rocky-iron,non-habitable,0,-2.920458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1074 b,Terran,rocky-iron,non-habitable,0,-1.609542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1075 b,Terran,rocky-iron,non-habitable,0,-2.292958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1076 b,Subterran,rocky-iron,non-habitable,0,-1.8565,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1078 b,Superterran,rocky-iron,non-habitable,0,-3.09025,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1079 b,Superterran,rocky-iron,non-habitable,0,-2.365208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1081 b,Terran,rocky-iron,non-habitable,0,-2.446167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1082 b,Terran,rocky-iron,non-habitable,0,-3.956125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1084 b,Terran,rocky-iron,non-habitable,0,-3.884125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1086 b,Superterran,rocky-iron,non-habitable,0,-2.465701,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1087 b,Subterran,rocky-iron,non-habitable,0,-4.290792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1088 b,Terran,rocky-iron,non-habitable,0,-1.877333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1089 b,Superterran,rocky-iron,non-habitable,0,-1.706208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1090 b,Superterran,rocky-iron,mesoplanet,1,-2.119271,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1091 b,Terran,rocky-iron,non-habitable,0,-3.927917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1092 b,Superterran,rocky-iron,non-habitable,0,-1.956389,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1093 b,Superterran,rocky-iron,non-habitable,0,-2.1165,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1093 c,Superterran,rocky-iron,non-habitable,0,-1.819292,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1095 b,Terran,rocky-iron,non-habitable,0,-2.624958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1096 b,Terran,rocky-iron,non-habitable,0,-2.10275,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1098 b,Terran,rocky-iron,non-habitable,0,-3.208417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1100 b,Superterran,rocky-iron,non-habitable,0,-3.039125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1101 b,Superterran,rocky-iron,non-habitable,0,-2.488063,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1103 b,Superterran,rocky-iron,non-habitable,0,-2.320458,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1104 b,Terran,rocky-iron,non-habitable,0,-3.205375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1105 b,Superterran,rocky-iron,non-habitable,0,-2.152625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1106 b,Superterran,rocky-iron,non-habitable,0,-4.485542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1107 b,Terran,rocky-iron,non-habitable,0,-4.314417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1108 b,Terran,rocky-iron,non-habitable,0,-2.487917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1109 b,Superterran,rocky-iron,non-habitable,0,-2.132847,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1111 b,Superterran,rocky-iron,non-habitable,0,-2.687375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1114 b,Terran,rocky-iron,non-habitable,0,-1.777333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1115 b,Superterran,rocky-iron,non-habitable,0,-2.911792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1117 b,Terran,rocky-iron,non-habitable,0,-2.504125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1119 b,Superterran,rocky-iron,non-habitable,0,-2.716083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1120 b,Terran,rocky-iron,non-habitable,0,-2.466708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1121 b,Superterran,rocky-iron,non-habitable,0,-2.710875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1122 b,Superterran,rocky-iron,non-habitable,0,-1.921535,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1123 b,Superterran,rocky-iron,non-habitable,0,-2.666708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1124 b,Terran,rocky-iron,non-habitable,0,-1.601125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1125 b,Superterran,rocky-iron,non-habitable,0,-1.99425,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1126 b,Superterran,rocky-iron,non-habitable,0,-1.533688,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-1127 b,Superterran,rocky-iron,non-habitable,0,-2.748667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1130 b,Subterran,rocky-iron,non-habitable,0,-2.1415,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-1131 b,Superterran,rocky-iron,non-habitable,0,-3.075792,0.1,0.1,0.1,0.6,0.1,1,1
