P. Name,P. Mass Class,P. Composition Class,P. Habitable Class,P. Habitable,CES_CRS_nu,a1,a2,a3,a4,a5,rho,nu
Kepler-235 c,Terran,rocky-iron,non-habitable,0,-1.561542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-235 d,Superterran,rocky-iron,non-habitable,0,-1.907132,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-235 e,Superterran,rocky-iron,non-habitable,0,-2.090146,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-236 b,Superterran,rocky-iron,non-habitable,0,-1.47375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-236 c,Superterran,rocky-iron,non-habitable,0,-1.811472,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-237 b,Terran,rocky-iron,non-habitable,0,-2.156583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-237 c,Superterran,rocky-iron,non-habitable,0,-2.100708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-238 b,Superterran,rocky-iron,non-habitable,0,-3.209833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-238 c,Superterran,rocky-iron,non-habitable,0,-2.666,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-238 f,Superterran,rocky-iron,non-habitable,0,-2.374903,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-239 b,Superterran,rocky-iron,non-habitable,0,-2.350653,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-240 b,Terran,rocky-iron,non-habitable,0,-2.246875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-240 c,Superterran,rocky-iron,non-habitable,0,-2.192708,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-241 b,Superterran,rocky-iron,non-habitable,0,-2.329924,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-242 c,Superterran,rocky-iron,non-habitable,0,-1.934458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-243 b,Superterran,rocky-iron,non-habitable,0,-2.625944,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-243 c,Superterran,rocky-iron,non-habitable,0,-1.893313,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-244 c,Superterran,rocky-iron,non-habitable,0,-2.215083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-244 d,Superterran,rocky-iron,non-habitable,0,-2.313035,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-245 c,Superterran,rocky-iron,non-habitable,0,-2.120618,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-245 e,Superterran,rocky-iron,non-habitable,0,-2.66975,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-246 b,Superterran,rocky-iron,non-habitable,0,-2.693083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-246 c,Terran,rocky-iron,non-habitable,0,-1.901833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-247 b,Superterran,rocky-iron,non-habitable,0,-2.56025,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-249 b,Terran,rocky-iron,non-habitable,0,-1.585792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-249 c,Terran,rocky-iron,non-habitable,0,-1.434417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-249 d,Superterran,rocky-iron,non-habitable,0,-1.370521,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-250 b,Terran,rocky-iron,non-habitable,0,-2.331583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-250 c,Superterran,rocky-iron,non-habitable,0,-2.377958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-250 d,Superterran,rocky-iron,non-habitable,0,-2.121799,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-251 b,Terran,rocky-iron,non-habitable,0,-2.519125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-252 b,Terran,rocky-iron,non-habitable,0,-1.601625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-252 c,Superterran,rocky-iron,non-habitable,0,-2.063139,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-253 b,Superterran,rocky-iron,non-habitable,0,-2.507917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-254 c,Superterran,rocky-iron,non-habitable,0,-2.316125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-254 d,Superterran,rocky-iron,non-habitable,0,-2.640868,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-255 b,Terran,rocky-iron,non-habitable,0,-2.469208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-255 d,Terran,rocky-iron,non-habitable,0,-3.931708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-256 b,Superterran,rocky-iron,non-habitable,0,-4.053708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-256 c,Superterran,rocky-iron,non-habitable,0,-3.445917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-256 d,Superterran,rocky-iron,non-habitable,0,-3.141708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-256 e,Superterran,rocky-iron,non-habitable,0,-2.664125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-260 b,Superterran,rocky-iron,non-habitable,0,-2.284083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-260 c,Superterran,rocky-iron,non-habitable,0,-1.542028,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-261 b,Superterran,rocky-iron,non-habitable,0,-2.156139,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-261 c,Superterran,rocky-iron,non-habitable,0,-1.87425,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-262 b,Terran,rocky-iron,non-habitable,0,-1.978208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-262 c,Superterran,rocky-iron,non-habitable,0,-1.820667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-263 c,Superterran,rocky-iron,non-habitable,0,-2.497021,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-265 b,Superterran,rocky-iron,non-habitable,0,-2.740833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-265 d,Superterran,rocky-iron,non-habitable,0,-2.580313,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-266 b,Superterran,rocky-iron,non-habitable,0,-2.902542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-267 b,Superterran,rocky-iron,non-habitable,0,-2.165208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-267 c,Superterran,rocky-iron,non-habitable,0,-2.066278,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-267 d,Superterran,rocky-iron,non-habitable,0,-2.184972,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-269 b,Superterran,rocky-iron,non-habitable,0,-2.969,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-269 c,Superterran,rocky-iron,non-habitable,0,-2.395833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-270 b,Superterran,rocky-iron,non-habitable,0,-2.709708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-270 c,Superterran,rocky-iron,non-habitable,0,-2.158833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-271 b,Terran,rocky-iron,non-habitable,0,-2.329042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-271 c,Terran,rocky-iron,non-habitable,0,-2.134583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-272 b,Terran,rocky-iron,non-habitable,0,-2.875708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-272 c,Superterran,rocky-iron,non-habitable,0,-2.479167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-272 d,Superterran,rocky-iron,non-habitable,0,-2.3,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-273 b,Terran,rocky-iron,non-habitable,0,-2.906417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-273 c,Superterran,rocky-iron,non-habitable,0,-2.365,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-274 b,Terran,rocky-iron,non-habitable,0,-2.247708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-274 c,Superterran,rocky-iron,non-habitable,0,-1.82425,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-275 b,Superterran,rocky-iron,non-habitable,0,-2.907667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-276 d,Neptunian,rocky-water,non-habitable,0,-2.154076,0.6,0.1,0.1,0.1,0.1,1,1
Kepler-277 b,Neptunian,rocky-iron,non-habitable,0,-4.313194,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-277 c,Neptunian,rocky-water,non-habitable,0,-3.475396,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-279 d,Neptunian,rocky-water,non-habitable,0,-2.860049,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-280 b,Terran,rocky-iron,non-habitable,0,-3.253542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-280 c,Superterran,rocky-iron,non-habitable,0,-2.7545,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-282 b,Terran,rocky-iron,non-habitable,0,-2.244917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-282 c,Terran,rocky-iron,non-habitable,0,-2.068417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-282 d,Superterran,rocky-iron,non-habitable,0,-3.996646,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-282 e,Neptunian,rocky-water,non-habitable,0,-3.376993,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-283 b,Superterran,rocky-iron,non-habitable,0,-2.042736,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-283 c,Superterran,rocky-iron,mesoplanet,1,-1.582076,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-284 b,Superterran,rocky-iron,non-habitable,0,-2.252458,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-285 b,Terran,rocky-iron,non-habitable,0,-2.800042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-285 c,Terran,rocky-iron,non-habitable,0,-2.148417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-286 b,Terran,rocky-iron,non-habitable,0,-3.307333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-286 c,Terran,rocky-iron,non-habitable,0,-2.768333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-286 d,Terran,rocky-iron,non-habitable,0,-2.363708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-286 e,Superterran,rocky-iron,non-habitable,0,-1.704667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-287 b,Superterran,rocky-iron,non-habitable,0,-2.374785,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-288 b,Superterran,rocky-iron,non-habitable,0,-2.7665,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-289 b,Superterran,rocky-water,non-habitable,0,-1.76441,0.6,0.1,0.1,0.1,0.1,1,1
Kepler-290 b,Superterran,rocky-iron,non-habitable,0,-2.230972,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-291 b,Superterran,rocky-iron,non-habitable,0,-3.277833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-291 c,Superterran,rocky-iron,non-habitable,0,-2.793208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-292 b,Terran,rocky-iron,non-habitable,0,-2.807125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-292 c,Terran,rocky-iron,non-habitable,0,-2.568875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-292 d,Superterran,rocky-iron,non-habitable,0,-2.436583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-292 f,Superterran,rocky-iron,non-habitable,0,-2.369785,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-294 b,Superterran,rocky-iron,non-habitable,0,-3.025917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-295 b,Terran,rocky-iron,non-habitable,0,-1.959875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-295 c,Terran,rocky-iron,non-habitable,0,-1.688167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-295 d,Terran,rocky-iron,non-habitable,0,-1.560917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-296 b,Terran,rocky-iron,non-habitable,0,-1.811417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-296 c,Superterran,rocky-iron,non-habitable,0,-2.103694,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-296 d,Superterran,rocky-iron,non-habitable,0,-2.200042,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-296 e,Terran,rocky-iron,mesoplanet,1,-1.267458,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-296 f,Superterran,rocky-iron,psychroplanet,1,-1.506049,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-298 b,Superterran,rocky-iron,non-habitable,0,-1.841549,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-298 c,Superterran,rocky-iron,non-habitable,0,-1.763528,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-298 d,Superterran,rocky-iron,mesoplanet,1,-2.501771,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-299 b,Terran,rocky-iron,non-habitable,0,-3.055042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-299 d,Superterran,rocky-iron,non-habitable,0,-2.125208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-299 e,Superterran,rocky-iron,non-habitable,0,-1.74525,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-300 b,Superterran,rocky-iron,non-habitable,0,-2.241708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-300 c,Superterran,rocky-iron,non-habitable,0,-2.207083,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-301 b,Terran,rocky-iron,non-habitable,0,-3.113167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-301 c,Terran,rocky-iron,non-habitable,0,-2.511083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-301 d,Superterran,rocky-iron,non-habitable,0,-2.078292,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-303 b,Terran,rocky-iron,non-habitable,0,-1.937583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-303 c,Terran,rocky-iron,non-habitable,0,-1.437958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-304 c,Superterran,rocky-iron,non-habitable,0,-2.26725,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-304 e,Terran,rocky-iron,non-habitable,0,-2.742583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-306 b,Terran,rocky-iron,non-habitable,0,-2.221792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-306 c,Superterran,rocky-iron,non-habitable,0,-2.42159,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-306 d,Superterran,rocky-iron,non-habitable,0,-2.53716,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-306 e,Superterran,rocky-iron,non-habitable,0,-2.195736,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-307 b,Superterran,rocky-water,non-habitable,0,-2.284792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-308 b,Superterran,rocky-iron,non-habitable,0,-2.443458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-308 c,Superterran,rocky-iron,non-habitable,0,-2.206375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-309 b,Superterran,rocky-iron,non-habitable,0,-2.018042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-310 b,Terran,rocky-iron,non-habitable,0,-1.898333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-310 d,Superterran,rocky-iron,non-habitable,0,-2.484347,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-311 b,Superterran,rocky-iron,non-habitable,0,-2.555333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-311 c,Terran,rocky-iron,non-habitable,0,-2.022583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-312 b,Terran,rocky-iron,non-habitable,0,-4.296,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-314 b,Subterran,rocky-iron,non-habitable,0,-2.87625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-316 b,Terran,rocky-iron,non-habitable,0,-2.06,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-316 c,Terran,rocky-iron,non-habitable,0,-1.545375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-317 b,Superterran,rocky-iron,non-habitable,0,-2.660917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-317 c,Superterran,rocky-iron,non-habitable,0,-2.252667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-319 b,Superterran,rocky-iron,non-habitable,0,-2.657708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-319 d,Superterran,rocky-iron,non-habitable,0,-2.258347,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-320 b,Terran,rocky-iron,non-habitable,0,-2.52275,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-320 c,Terran,rocky-iron,non-habitable,0,-2.101667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-321 b,Superterran,rocky-iron,non-habitable,0,-2.980917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-321 c,Superterran,rocky-iron,non-habitable,0,-2.507208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-322 b,Terran,rocky-iron,non-habitable,0,-3.192208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-322 c,Superterran,rocky-iron,non-habitable,0,-2.607958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-323 b,Terran,rocky-iron,non-habitable,0,-4.038833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-323 c,Superterran,rocky-iron,non-habitable,0,-3.310833,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-324 b,Terran,rocky-iron,non-habitable,0,-2.342333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-326 b,Terran,rocky-iron,non-habitable,0,-2.8395,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-326 c,Terran,rocky-iron,non-habitable,0,-2.316083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-326 d,Terran,rocky-iron,non-habitable,0,-2.038292,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-327 b,Terran,rocky-iron,non-habitable,0,-1.81225,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-327 c,Terran,rocky-iron,non-habitable,0,-1.483042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-327 d,Superterran,rocky-iron,non-habitable,0,-1.539313,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-328 b,Superterran,rocky-iron,non-habitable,0,-2.45109,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-329 b,Terran,rocky-iron,non-habitable,0,-1.600458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-329 c,Superterran,rocky-iron,non-habitable,0,-1.762174,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-330 b,Terran,rocky-iron,non-habitable,0,-1.898583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-330 c,Superterran,rocky-iron,non-habitable,0,-1.839625,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-331 b,Superterran,rocky-iron,non-habitable,0,-1.682042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-331 c,Superterran,rocky-iron,non-habitable,0,-1.661819,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-331 d,Superterran,rocky-iron,non-habitable,0,-1.430076,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-332 b,Terran,rocky-iron,non-habitable,0,-1.852125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-332 c,Terran,rocky-iron,non-habitable,0,-1.516,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-332 d,Terran,rocky-iron,non-habitable,0,-1.285083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-333 b,Terran,rocky-iron,non-habitable,0,-1.402333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-333 c,Terran,rocky-iron,non-habitable,0,-1.152875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-334 b,Terran,rocky-iron,non-habitable,0,-2.622167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-334 c,Terran,rocky-iron,non-habitable,0,-2.161542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-334 d,Terran,rocky-iron,non-habitable,0,-1.813042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-336 b,Terran,rocky-iron,non-habitable,0,-3.735667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-336 c,Superterran,rocky-iron,non-habitable,0,-2.708875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-336 d,Superterran,rocky-iron,non-habitable,0,-2.453986,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-337 b,Terran,rocky-iron,non-habitable,0,-3.763542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-337 c,Superterran,rocky-iron,non-habitable,0,-2.939458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-338 b,Neptunian,rocky-iron,non-habitable,0,-2.990583,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-338 c,Superterran,rocky-iron,non-habitable,0,-2.657833,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-338 e,Superterran,rocky-iron,non-habitable,0,-3.106375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-339 b,Terran,rocky-iron,non-habitable,0,-2.437125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-339 c,Terran,rocky-iron,non-habitable,0,-2.150375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-339 d,Terran,rocky-iron,non-habitable,0,-1.926083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-341 b,Terran,rocky-iron,non-habitable,0,-2.673625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-341 c,Superterran,rocky-iron,non-habitable,0,-2.521167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-341 d,Superterran,rocky-iron,non-habitable,0,-1.904917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-341 e,Superterran,rocky-iron,non-habitable,0,-1.887583,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-342 b,Superterran,rocky-iron,non-habitable,0,-2.666667,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-342 c,Superterran,rocky-iron,non-habitable,0,-2.233875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-342 d,Superterran,rocky-iron,non-habitable,0,-2.620451,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-342 e,Terran,rocky-iron,non-habitable,0,-4.399042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-343 b,Superterran,rocky-iron,non-habitable,0,-2.963333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-343 c,Superterran,rocky-iron,non-habitable,0,-2.217208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-345 b,Subterran,rocky-iron,non-habitable,0,-1.546875,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-345 c,Terran,rocky-iron,non-habitable,0,-1.576333,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-347 b,Superterran,rocky-iron,non-habitable,0,-2.325375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-347 c,Superterran,rocky-iron,non-habitable,0,-1.871417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-348 b,Terran,rocky-iron,non-habitable,0,-2.895125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-348 c,Terran,rocky-iron,non-habitable,0,-2.220375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-349 b,Superterran,rocky-iron,non-habitable,0,-2.68525,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-349 c,Superterran,rocky-iron,non-habitable,0,-2.26325,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-350 b,Superterran,rocky-iron,non-habitable,0,-2.639083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-350 d,Neptunian,rocky-water,non-habitable,0,-2.261368,0.6,0.1,0.1,0.1,0.1,1,1
Kepler-352 b,Terran,rocky-iron,non-habitable,0,-1.761958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-352 c,Terran,rocky-iron,non-habitable,0,-1.645458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-353 b,Terran,rocky-iron,non-habitable,0,-1.440083,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-353 c,Terran,rocky-iron,non-habitable,0,-1.447542,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-354 b,Superterran,rocky-iron,non-habitable,0,-2.097167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-354 c,Terran,rocky-iron,non-habitable,0,-1.463917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-354 d,Terran,rocky-iron,non-habitable,0,-1.329208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-355 b,Terran,rocky-iron,non-habitable,0,-2.316042,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-356 b,Superterran,rocky-iron,non-habitable,0,-3.230208,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-356 c,Superterran,rocky-iron,non-habitable,0,-2.497417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-357 b,Superterran,rocky-iron,non-habitable,0,-2.272375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-360 b,Superterran,rocky-iron,non-habitable,0,-3.262,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-360 c,Superterran,rocky-iron,non-habitable,0,-2.77325,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-361 b,Terran,rocky-iron,non-habitable,0,-2.707708,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-362 b,Terran,rocky-iron,non-habitable,0,-1.846958,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-362 c,Terran,rocky-iron,non-habitable,0,-1.4625,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-363 b,Terran,rocky-iron,non-habitable,0,-3.251417,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-363 c,Superterran,rocky-iron,non-habitable,0,-2.778125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-363 d,Superterran,rocky-iron,non-habitable,0,-2.585292,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-364 b,Terran,rocky-iron,non-habitable,0,-2.006917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-364 c,Superterran,rocky-iron,non-habitable,0,-2.083625,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-365 b,Superterran,rocky-iron,non-habitable,0,-2.4715,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-365 c,Superterran,rocky-iron,non-habitable,0,-2.058375,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-366 b,Terran,rocky-iron,non-habitable,0,-3.23125,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-366 c,Superterran,rocky-iron,non-habitable,0,-2.341458,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-367 b,Terran,rocky-iron,non-habitable,0,-1.23175,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-367 c,Terran,rocky-iron,non-habitable,0,-1.11675,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-369 b,Terran,rocky-iron,non-habitable,0,-1.689917,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-369 c,Terran,rocky-iron,non-habitable,0,-1.223285,0.35,0.1,0.35,0.1,0.1,1,1
Kepler-370 b,Superterran,rocky-iron,non-habitable,0,-2.710167,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-370 c,Superterran,rocky-iron,non-habitable,0,-1.978792,0.1,0.1,0.1,0.6,0.1,1,1
Kepler-371 b,Superterran,rocky-iron,non-habitable,0,-1.773229,0.1,0.1,0.6,0.1,0.1,1,1
Kepler-371 c,Superterran,rocky-iron,non-habitable,0,-1.615097,0.1,0.1,0.6,0.1,0.1,1,1
